review_id,customer_id,product_id,review_text,rating,purchase_category,purchase_amount
R00702,C00702,P0702,"Loved it, highly recommend.",5,Toys,389.98
R00703,C00703,P0703,"Neutral experience, might buy again.",3,Clothing,16.25
R00704,C00704,P0704,"Exceeded my expectations, excellent service.",5,Toys,468.6
R00705,C00705,P0705,Amazing quality and very durable.,5,Clothing,338.94
R00706,C00706,P0706,"Great product, works perfectly!",4,Toys,135.09
R00707,C00707,P0707,Amazing quality and very durable.,4,Books,485.3
R00708,C00708,P0708,"Great product, works perfectly!",4,Books,103.23
R00709,C00709,P0709,"Loved it, highly recommend.",5,Electronics,229.66
R00710,C00710,P0710,"It's okay, not the best.",3,Clothing,49.15
R00711,C00711,P0711,"Neutral experience, might buy again.",3,Clothing,70.67
R00712,C00712,P0712,"Not worth the money, poor quality.",2,Electronics,466.04
R00713,C00713,P0713,"Terrible experience, never buying again.",1,Home Decor,182.15
R00714,C00714,P0714,"Average quality, nothing special.",3,Home Decor,465.65
R00715,C00715,P0715,"Exceeded my expectations, excellent service.",4,Clothing,105.3
R00716,C00716,P0716,"Terrible experience, never buying again.",2,Electronics,458.33
R00717,C00717,P0717,Amazing quality and very durable.,4,Books,203.65
R00718,C00718,P0718,"Loved it, highly recommend.",5,Home Decor,236.26
R00719,C00719,P0719,Amazing quality and very durable.,5,Electronics,463.95
R00720,C00720,P0720,"Loved it, highly recommend.",4,Books,234.81
R00721,C00721,P0721,"It's okay, not the best.",3,Clothing,106.43
R00722,C00722,P0722,"Broke within a week, very disappointed.",1,Books,498.07
R00723,C00723,P0723,"Five stars, would buy again.",4,Clothing,454.28
R00724,C00724,P0724,"It does what it says, but nothing exceptional.",3,Electronics,340.63
R00725,C00725,P0725,"Not worth the money, poor quality.",2,Home Decor,43.9
R00726,C00726,P0726,"Loved it, highly recommend.",4,Toys,85.87
R00727,C00727,P0727,"Broke within a week, very disappointed.",2,Home Decor,193.02
R00728,C00728,P0728,"Not bad, but not great either.",3,Electronics,113.34
R00729,C00729,P0729,"It does what it says, but nothing exceptional.",3,Electronics,213.84
R00730,C00730,P0730,"Neutral experience, might buy again.",3,Clothing,413.46
R00731,C00731,P0731,"Average quality, nothing special.",3,Books,489.87
R00732,C00732,P0732,"Great product, works perfectly!",5,Home Decor,162.29
R00733,C00733,P0733,"It's okay, not the best.",3,Toys,236.53
R00734,C00734,P0734,"Great product, works perfectly!",5,Books,275.33
R00735,C00735,P0735,"Broke within a week, very disappointed.",1,Electronics,488.33
R00736,C00736,P0736,"Loved it, highly recommend.",5,Toys,191.11
R00737,C00737,P0737,"Not worth the money, poor quality.",2,Toys,99.24
R00738,C00738,P0738,"Shipping took too long, bad customer service.",1,Clothing,226.51
R00739,C00739,P0739,"Terrible experience, never buying again.",2,Home Decor,446.24
R00740,C00740,P0740,Amazing quality and very durable.,4,Electronics,274.87
R00741,C00741,P0741,"Loved it, highly recommend.",4,Toys,157.01
R00742,C00742,P0742,"Five stars, would buy again.",5,Home Decor,298.31
R00743,C00743,P0743,"Not worth the money, poor quality.",2,Books,364.36
R00744,C00744,P0744,"Loved it, highly recommend.",4,Clothing,88.5
R00745,C00745,P0745,"Five stars, would buy again.",4,Home Decor,291.51
R00746,C00746,P0746,Amazing quality and very durable.,4,Clothing,28.65
R00747,C00747,P0747,"Broke within a week, very disappointed.",1,Home Decor,432.74
R00748,C00748,P0748,"Shipping took too long, bad customer service.",1,Books,150.54
R00749,C00749,P0749,"Not bad, but not great either.",3,Electronics,26.29
R00750,C00750,P0750,"Worst purchase ever, do not recommend.",2,Home Decor,409.64
R00751,C00751,P0751,"Loved it, highly recommend.",4,Electronics,218.42
R00752,C00752,P0752,"Not worth the money, poor quality.",2,Toys,145.96
R00753,C00753,P0753,"It's okay, not the best.",3,Toys,31.19
R00754,C00754,P0754,"Great product, works perfectly!",5,Books,228.61
R00755,C00755,P0755,"It does what it says, but nothing exceptional.",3,Books,342.61
R00756,C00756,P0756,Amazing quality and very durable.,4,Toys,416.84
R00757,C00757,P0757,"Five stars, would buy again.",5,Clothing,202.19
R00758,C00758,P0758,"Loved it, highly recommend.",5,Toys,269.42
R00759,C00759,P0759,"It does what it says, but nothing exceptional.",3,Toys,464.2
R00760,C00760,P0760,"Loved it, highly recommend.",4,Electronics,453.0
R00761,C00761,P0761,"Exceeded my expectations, excellent service.",5,Clothing,371.75
R00762,C00762,P0762,"Neutral experience, might buy again.",3,Electronics,252.33
R00763,C00763,P0763,"Neutral experience, might buy again.",3,Toys,259.13
R00764,C00764,P0764,Amazing quality and very durable.,4,Electronics,458.01
R00765,C00765,P0765,"Neutral experience, might buy again.",3,Home Decor,42.21
R00766,C00766,P0766,"It's okay, not the best.",3,Clothing,417.81
R00767,C00767,P0767,"Neutral experience, might buy again.",3,Books,321.34
R00768,C00768,P0768,"Worst purchase ever, do not recommend.",2,Clothing,439.7
R00769,C00769,P0769,"Terrible experience, never buying again.",1,Toys,447.66
R00770,C00770,P0770,"Shipping took too long, bad customer service.",2,Electronics,296.55
R00771,C00771,P0771,"It's okay, not the best.",3,Electronics,414.52
R00772,C00772,P0772,"Shipping took too long, bad customer service.",1,Clothing,55.66
R00773,C00773,P0773,"Loved it, highly recommend.",5,Home Decor,100.73
R00774,C00774,P0774,"Not worth the money, poor quality.",2,Books,262.12
R00775,C00775,P0775,"Terrible experience, never buying again.",2,Home Decor,486.97
R00776,C00776,P0776,"Terrible experience, never buying again.",2,Clothing,89.95
R00777,C00777,P0777,"Five stars, would buy again.",4,Clothing,275.33
R00778,C00778,P0778,"Neutral experience, might buy again.",3,Books,368.6
R00779,C00779,P0779,Amazing quality and very durable.,5,Clothing,248.2
R00780,C00780,P0780,Amazing quality and very durable.,5,Electronics,366.96
R00781,C00781,P0781,Amazing quality and very durable.,5,Clothing,305.21
R00782,C00782,P0782,"Average quality, nothing special.",3,Toys,120.76
R00783,C00783,P0783,"Worst purchase ever, do not recommend.",1,Books,215.88
R00784,C00784,P0784,"Terrible experience, never buying again.",2,Home Decor,414.04
R00785,C00785,P0785,"Not bad, but not great either.",3,Clothing,437.99
R00786,C00786,P0786,"Broke within a week, very disappointed.",2,Home Decor,271.98
R00787,C00787,P0787,"Not bad, but not great either.",3,Home Decor,438.94
R00788,C00788,P0788,"Broke within a week, very disappointed.",2,Electronics,424.8
R00789,C00789,P0789,"It does what it says, but nothing exceptional.",3,Toys,92.72
R00790,C00790,P0790,"Terrible experience, never buying again.",1,Books,342.36
R00791,C00791,P0791,"Five stars, would buy again.",5,Home Decor,162.63
R00792,C00792,P0792,"Worst purchase ever, do not recommend.",2,Electronics,19.43
R00793,C00793,P0793,"Average quality, nothing special.",3,Clothing,118.31
R00794,C00794,P0794,"Broke within a week, very disappointed.",1,Home Decor,376.38
R00795,C00795,P0795,"Worst purchase ever, do not recommend.",1,Home Decor,480.08
R00796,C00796,P0796,Amazing quality and very durable.,5,Clothing,16.34
R00797,C00797,P0797,"Not bad, but not great either.",3,Clothing,393.88
R00798,C00798,P0798,"Terrible experience, never buying again.",2,Toys,296.36
R00799,C00799,P0799,"Loved it, highly recommend.",4,Electronics,361.0
R00800,C00800,P0800,"Terrible experience, never buying again.",1,Clothing,217.2
R00801,C00801,P0801,"Not worth the money, poor quality.",1,Clothing,341.97
R00802,C00802,P0802,"Five stars, would buy again.",5,Toys,497.26
R00803,C00803,P0803,"Neutral experience, might buy again.",3,Books,229.52
R00804,C00804,P0804,"Five stars, would buy again.",4,Toys,351.56
R00805,C00805,P0805,"Loved it, highly recommend.",4,Home Decor,204.32
R00806,C00806,P0806,"Five stars, would buy again.",4,Clothing,469.41
R00807,C00807,P0807,"Neutral experience, might buy again.",3,Books,121.8
R00808,C00808,P0808,"Terrible experience, never buying again.",2,Electronics,205.52
R00809,C00809,P0809,"Broke within a week, very disappointed.",1,Electronics,391.04
R00810,C00810,P0810,"Not bad, but not great either.",3,Books,77.54
R00811,C00811,P0811,"Great product, works perfectly!",4,Electronics,397.24
R00812,C00812,P0812,"Shipping took too long, bad customer service.",1,Clothing,185.72
R00813,C00813,P0813,"Not worth the money, poor quality.",1,Electronics,6.11
R00814,C00814,P0814,"Exceeded my expectations, excellent service.",4,Clothing,272.61
R00815,C00815,P0815,"Great product, works perfectly!",4,Clothing,46.75
R00816,C00816,P0816,"Shipping took too long, bad customer service.",1,Clothing,421.14
R00817,C00817,P0817,"Five stars, would buy again.",5,Electronics,94.32
R00818,C00818,P0818,"Worst purchase ever, do not recommend.",1,Clothing,316.44
R00819,C00819,P0819,"Broke within a week, very disappointed.",2,Toys,167.31
R00820,C00820,P0820,"Terrible experience, never buying again.",2,Toys,83.81
R00821,C00821,P0821,"Exceeded my expectations, excellent service.",5,Clothing,496.11
R00822,C00822,P0822,"It does what it says, but nothing exceptional.",3,Clothing,340.98
R00823,C00823,P0823,"Terrible experience, never buying again.",1,Toys,331.48
R00824,C00824,P0824,"Worst purchase ever, do not recommend.",2,Electronics,12.34
R00825,C00825,P0825,"Shipping took too long, bad customer service.",1,Books,170.85
R00826,C00826,P0826,"Loved it, highly recommend.",5,Books,494.49
R00827,C00827,P0827,"Great product, works perfectly!",4,Home Decor,468.84
R00828,C00828,P0828,"Exceeded my expectations, excellent service.",5,Clothing,344.94
R00829,C00829,P0829,"Five stars, would buy again.",5,Clothing,205.44
R00830,C00830,P0830,"Loved it, highly recommend.",5,Clothing,79.42
R00831,C00831,P0831,"Terrible experience, never buying again.",2,Books,41.07
R00832,C00832,P0832,"Loved it, highly recommend.",5,Clothing,327.39
R00833,C00833,P0833,"Exceeded my expectations, excellent service.",4,Toys,468.85
R00834,C00834,P0834,"Exceeded my expectations, excellent service.",4,Clothing,41.01
R00835,C00835,P0835,Amazing quality and very durable.,4,Home Decor,287.46
R00836,C00836,P0836,"It's okay, not the best.",3,Home Decor,167.06
R00837,C00837,P0837,"Five stars, would buy again.",5,Toys,201.98
R00838,C00838,P0838,"Five stars, would buy again.",4,Books,231.08
R00839,C00839,P0839,"It's okay, not the best.",3,Clothing,299.11
R00840,C00840,P0840,Amazing quality and very durable.,5,Home Decor,24.52
R00841,C00841,P0841,Amazing quality and very durable.,5,Books,297.36
R00842,C00842,P0842,"Terrible experience, never buying again.",1,Electronics,387.42
R00843,C00843,P0843,Amazing quality and very durable.,5,Home Decor,137.92
R00844,C00844,P0844,"Shipping took too long, bad customer service.",1,Books,217.83
R00845,C00845,P0845,"Shipping took too long, bad customer service.",2,Books,306.44
R00846,C00846,P0846,"Shipping took too long, bad customer service.",2,Clothing,147.96
R00847,C00847,P0847,"Average quality, nothing special.",3,Books,275.63
R00848,C00848,P0848,"Broke within a week, very disappointed.",1,Books,13.0
R00849,C00849,P0849,"Worst purchase ever, do not recommend.",2,Books,83.38
R00850,C00850,P0850,"Worst purchase ever, do not recommend.",2,Toys,446.63
R00851,C00851,P0851,"Broke within a week, very disappointed.",2,Toys,23.71
R00852,C00852,P0852,"Great product, works perfectly!",5,Books,168.79
R00853,C00853,P0853,"Broke within a week, very disappointed.",1,Clothing,21.79
R00854,C00854,P0854,"Broke within a week, very disappointed.",2,Books,304.56
R00855,C00855,P0855,"Not worth the money, poor quality.",1,Electronics,366.17
R00856,C00856,P0856,"Loved it, highly recommend.",4,Books,332.85
R00857,C00857,P0857,"Exceeded my expectations, excellent service.",4,Books,273.43
R00858,C00858,P0858,"Exceeded my expectations, excellent service.",5,Electronics,487.63
R00859,C00859,P0859,"Exceeded my expectations, excellent service.",4,Home Decor,301.12
R00860,C00860,P0860,"It's okay, not the best.",3,Toys,347.25
R00861,C00861,P0861,"Not worth the money, poor quality.",1,Toys,256.14
R00862,C00862,P0862,"Shipping took too long, bad customer service.",2,Clothing,149.47
R00863,C00863,P0863,"Neutral experience, might buy again.",3,Toys,69.34
R00864,C00864,P0864,"It's okay, not the best.",3,Clothing,441.83
R00865,C00865,P0865,Amazing quality and very durable.,4,Home Decor,172.17
R00866,C00866,P0866,"Broke within a week, very disappointed.",1,Books,369.04
R00867,C00867,P0867,"Terrible experience, never buying again.",2,Books,258.54
R00868,C00868,P0868,"Average quality, nothing special.",3,Home Decor,316.61
R00869,C00869,P0869,Amazing quality and very durable.,5,Books,325.4
R00870,C00870,P0870,"Shipping took too long, bad customer service.",2,Home Decor,145.37
R00871,C00871,P0871,"Loved it, highly recommend.",4,Books,228.67
R00872,C00872,P0872,"Worst purchase ever, do not recommend.",1,Toys,275.12
R00873,C00873,P0873,Amazing quality and very durable.,5,Toys,231.65
R00874,C00874,P0874,"Not worth the money, poor quality.",2,Books,406.08
R00875,C00875,P0875,"Terrible experience, never buying again.",2,Electronics,456.89
R00876,C00876,P0876,"Average quality, nothing special.",3,Home Decor,349.16
R00877,C00877,P0877,"Shipping took too long, bad customer service.",2,Clothing,223.5
R00878,C00878,P0878,"Broke within a week, very disappointed.",1,Books,181.68
R00879,C00879,P0879,"Broke within a week, very disappointed.",1,Clothing,93.63
R00880,C00880,P0880,"Terrible experience, never buying again.",2,Clothing,448.12
R00881,C00881,P0881,"Average quality, nothing special.",3,Clothing,203.82
R00882,C00882,P0882,Amazing quality and very durable.,5,Electronics,198.3
R00883,C00883,P0883,"Loved it, highly recommend.",5,Electronics,102.01
R00884,C00884,P0884,"Not bad, but not great either.",3,Toys,385.71
R00885,C00885,P0885,Amazing quality and very durable.,4,Home Decor,330.08
R00886,C00886,P0886,"Not worth the money, poor quality.",1,Books,17.98
R00887,C00887,P0887,"Five stars, would buy again.",4,Books,309.71
R00888,C00888,P0888,"Not bad, but not great either.",3,Books,141.08
R00889,C00889,P0889,"Five stars, would buy again.",4,Books,391.22
R00890,C00890,P0890,"Average quality, nothing special.",3,Home Decor,481.94
R00891,C00891,P0891,"Exceeded my expectations, excellent service.",5,Books,36.42
R00892,C00892,P0892,"Exceeded my expectations, excellent service.",5,Books,315.77
R00893,C00893,P0893,"Great product, works perfectly!",4,Home Decor,486.81
R00894,C00894,P0894,"Great product, works perfectly!",4,Toys,249.97
R00895,C00895,P0895,"Not worth the money, poor quality.",1,Electronics,268.44
R00896,C00896,P0896,Amazing quality and very durable.,5,Books,195.31
R00897,C00897,P0897,"Shipping took too long, bad customer service.",1,Electronics,79.21
R00898,C00898,P0898,"Great product, works perfectly!",4,Electronics,313.7
R00899,C00899,P0899,"Neutral experience, might buy again.",3,Books,458.08
R00900,C00900,P0900,Amazing quality and very durable.,5,Toys,255.37
R00901,C00901,P0901,"Average quality, nothing special.",3,Clothing,360.68
R00902,C00902,P0902,"Terrible experience, never buying again.",1,Clothing,81.19
R00903,C00903,P0903,"Shipping took too long, bad customer service.",1,Books,417.87
R00904,C00904,P0904,"Broke within a week, very disappointed.",2,Home Decor,163.46
R00905,C00905,P0905,Amazing quality and very durable.,5,Home Decor,290.52
R00906,C00906,P0906,"Loved it, highly recommend.",5,Toys,249.48
R00907,C00907,P0907,"Worst purchase ever, do not recommend.",1,Books,376.13
R00908,C00908,P0908,"It does what it says, but nothing exceptional.",3,Home Decor,396.31
R00909,C00909,P0909,Amazing quality and very durable.,5,Electronics,268.41
R00910,C00910,P0910,"Broke within a week, very disappointed.",1,Books,342.37
R00911,C00911,P0911,"Terrible experience, never buying again.",2,Books,5.32
R00912,C00912,P0912,"Great product, works perfectly!",4,Clothing,323.56
R00913,C00913,P0913,"Loved it, highly recommend.",5,Clothing,342.76
R00914,C00914,P0914,"Exceeded my expectations, excellent service.",4,Books,397.24
R00915,C00915,P0915,"Not bad, but not great either.",3,Electronics,187.5
R00916,C00916,P0916,"Worst purchase ever, do not recommend.",2,Home Decor,349.27
R00917,C00917,P0917,"Great product, works perfectly!",5,Electronics,442.1
R00918,C00918,P0918,"Great product, works perfectly!",4,Clothing,333.47
R00919,C00919,P0919,Amazing quality and very durable.,4,Home Decor,434.55
R00920,C00920,P0920,"Terrible experience, never buying again.",1,Toys,379.01
R00921,C00921,P0921,"Five stars, would buy again.",4,Books,198.13
R00922,C00922,P0922,"Average quality, nothing special.",3,Clothing,365.21
R00923,C00923,P0923,"Exceeded my expectations, excellent service.",4,Home Decor,169.28
R00924,C00924,P0924,"It's okay, not the best.",3,Clothing,231.03
R00925,C00925,P0925,"Not bad, but not great either.",3,Toys,23.97
R00926,C00926,P0926,"Shipping took too long, bad customer service.",1,Toys,338.14
R00927,C00927,P0927,"Broke within a week, very disappointed.",2,Clothing,88.12
R00928,C00928,P0928,"Not bad, but not great either.",3,Electronics,450.38
R00929,C00929,P0929,Amazing quality and very durable.,4,Electronics,92.07
R00930,C00930,P0930,"Great product, works perfectly!",4,Electronics,374.5
R00931,C00931,P0931,"Not bad, but not great either.",3,Books,426.98
R00932,C00932,P0932,"Loved it, highly recommend.",4,Books,137.82
R00933,C00933,P0933,"Loved it, highly recommend.",5,Toys,95.37
R00934,C00934,P0934,"Shipping took too long, bad customer service.",1,Electronics,264.17
R00935,C00935,P0935,"Great product, works perfectly!",4,Toys,233.04
R00936,C00936,P0936,"Worst purchase ever, do not recommend.",1,Clothing,200.06
R00937,C00937,P0937,"Average quality, nothing special.",3,Books,74.48
R00938,C00938,P0938,"It does what it says, but nothing exceptional.",3,Clothing,414.1
R00939,C00939,P0939,"It's okay, not the best.",3,Books,307.64
R00940,C00940,P0940,"Terrible experience, never buying again.",1,Home Decor,96.92
R00941,C00941,P0941,"Exceeded my expectations, excellent service.",4,Home Decor,127.08
R00942,C00942,P0942,"Five stars, would buy again.",5,Toys,476.06
R00943,C00943,P0943,"Broke within a week, very disappointed.",1,Toys,343.35
R00944,C00944,P0944,"Exceeded my expectations, excellent service.",5,Books,370.98
R00945,C00945,P0945,"Loved it, highly recommend.",4,Toys,424.14
R00946,C00946,P0946,"Loved it, highly recommend.",4,Home Decor,395.82
R00947,C00947,P0947,"Terrible experience, never buying again.",1,Books,416.0
R00948,C00948,P0948,"Shipping took too long, bad customer service.",2,Electronics,114.99
R00949,C00949,P0949,"Exceeded my expectations, excellent service.",5,Electronics,470.6
R00950,C00950,P0950,"Average quality, nothing special.",3,Toys,275.36
R00951,C00951,P0951,"Five stars, would buy again.",5,Home Decor,451.25
R00952,C00952,P0952,"Exceeded my expectations, excellent service.",4,Clothing,288.43
R00953,C00953,P0953,"Great product, works perfectly!",4,Home Decor,56.04
R00954,C00954,P0954,"Not worth the money, poor quality.",1,Clothing,205.43
R00955,C00955,P0955,"Worst purchase ever, do not recommend.",2,Books,134.06
R00956,C00956,P0956,"Average quality, nothing special.",3,Home Decor,343.81
R00957,C00957,P0957,"Five stars, would buy again.",5,Electronics,458.42
R00958,C00958,P0958,"Worst purchase ever, do not recommend.",2,Clothing,97.37
R00959,C00959,P0959,"Not bad, but not great either.",3,Books,381.94
R00960,C00960,P0960,"Great product, works perfectly!",4,Electronics,362.6
R00961,C00961,P0961,"Great product, works perfectly!",4,Electronics,466.42
R00962,C00962,P0962,"Not worth the money, poor quality.",1,Electronics,93.06
R00963,C00963,P0963,"Broke within a week, very disappointed.",1,Books,472.79
R00964,C00964,P0964,"Exceeded my expectations, excellent service.",5,Toys,197.59
R00965,C00965,P0965,"Shipping took too long, bad customer service.",2,Books,484.47
R00966,C00966,P0966,"Worst purchase ever, do not recommend.",2,Home Decor,90.07
R00967,C00967,P0967,"Not bad, but not great either.",3,Books,473.3
R00968,C00968,P0968,"Great product, works perfectly!",5,Clothing,114.72
R00969,C00969,P0969,"Worst purchase ever, do not recommend.",1,Clothing,348.83
R00970,C00970,P0970,Amazing quality and very durable.,5,Home Decor,174.95
R00971,C00971,P0971,Amazing quality and very durable.,4,Clothing,305.93
R00972,C00972,P0972,"Shipping took too long, bad customer service.",1,Clothing,344.79
R00973,C00973,P0973,"Shipping took too long, bad customer service.",2,Clothing,55.6
R00974,C00974,P0974,"Terrible experience, never buying again.",1,Books,430.92
R00975,C00975,P0975,Amazing quality and very durable.,4,Clothing,470.09
R00976,C00976,P0976,"Broke within a week, very disappointed.",1,Toys,57.57
R00977,C00977,P0977,"Terrible experience, never buying again.",2,Electronics,356.75
R00978,C00978,P0978,Amazing quality and very durable.,4,Books,187.77
R00979,C00979,P0979,"Neutral experience, might buy again.",3,Toys,17.7
R00980,C00980,P0980,Amazing quality and very durable.,5,Clothing,324.68
R00981,C00981,P0981,"It's okay, not the best.",3,Clothing,261.87
R00982,C00982,P0982,"Great product, works perfectly!",4,Clothing,478.35
R00983,C00983,P0983,"Loved it, highly recommend.",4,Electronics,475.04
R00984,C00984,P0984,"Great product, works perfectly!",4,Clothing,281.55
R00985,C00985,P0985,"Broke within a week, very disappointed.",2,Clothing,12.74
R00986,C00986,P0986,"Five stars, would buy again.",4,Home Decor,163.62
R00987,C00987,P0987,"Exceeded my expectations, excellent service.",5,Books,246.45
R00988,C00988,P0988,"Broke within a week, very disappointed.",2,Books,341.65
R00989,C00989,P0989,"Exceeded my expectations, excellent service.",4,Toys,413.31
R00990,C00990,P0990,"Worst purchase ever, do not recommend.",2,Electronics,115.98
R00991,C00991,P0991,"Exceeded my expectations, excellent service.",5,Clothing,101.11
R00992,C00992,P0992,"Exceeded my expectations, excellent service.",5,Electronics,315.92
R00993,C00993,P0993,"Terrible experience, never buying again.",2,Home Decor,64.39
R00994,C00994,P0994,"Broke within a week, very disappointed.",1,Electronics,339.34
R00995,C00995,P0995,"Neutral experience, might buy again.",3,Books,258.59
R00996,C00996,P0996,Amazing quality and very durable.,4,Electronics,290.6
R00997,C00997,P0997,"It's okay, not the best.",3,Home Decor,463.53
R00998,C00998,P0998,"Loved it, highly recommend.",5,Electronics,61.03
R00999,C00999,P0999,"It does what it says, but nothing exceptional.",3,Home Decor,243.2
R01000,C01000,P1000,"Not worth the money, poor quality.",1,Electronics,244.7
R01001,C01001,P1001,"It does what it says, but nothing exceptional.",3,Toys,28.21
R01002,C01002,P1002,"Not bad, but not great either.",3,Clothing,263.16
R01003,C01003,P1003,"Five stars, would buy again.",5,Books,353.82
R01004,C01004,P1004,"Five stars, would buy again.",5,Books,293.08
R01005,C01005,P1005,"Great product, works perfectly!",4,Electronics,138.22
R01006,C01006,P1006,"Broke within a week, very disappointed.",2,Electronics,23.66
R01007,C01007,P1007,"Great product, works perfectly!",4,Electronics,420.09
R01008,C01008,P1008,Amazing quality and very durable.,5,Home Decor,109.04
R01009,C01009,P1009,"Great product, works perfectly!",4,Electronics,157.25
R01010,C01010,P1010,"It does what it says, but nothing exceptional.",3,Toys,166.0
R01011,C01011,P1011,"Average quality, nothing special.",3,Electronics,229.57
R01012,C01012,P1012,Amazing quality and very durable.,5,Electronics,166.75
R01013,C01013,P1013,"Five stars, would buy again.",5,Clothing,167.24
R01014,C01014,P1014,"Five stars, would buy again.",4,Toys,58.08
R01015,C01015,P1015,Amazing quality and very durable.,4,Electronics,365.82
R01016,C01016,P1016,"Neutral experience, might buy again.",3,Books,186.22
R01017,C01017,P1017,"Terrible experience, never buying again.",2,Toys,443.62
R01018,C01018,P1018,"Shipping took too long, bad customer service.",2,Toys,409.68
R01019,C01019,P1019,"Loved it, highly recommend.",5,Home Decor,240.55
R01020,C01020,P1020,"Loved it, highly recommend.",4,Books,423.71
R01021,C01021,P1021,"Worst purchase ever, do not recommend.",2,Books,264.64
R01022,C01022,P1022,"Exceeded my expectations, excellent service.",4,Home Decor,122.88
R01023,C01023,P1023,"Shipping took too long, bad customer service.",1,Toys,215.99
R01024,C01024,P1024,"It's okay, not the best.",3,Books,426.52
R01025,C01025,P1025,"Great product, works perfectly!",4,Home Decor,27.67
R01026,C01026,P1026,"Great product, works perfectly!",4,Home Decor,480.1
R01027,C01027,P1027,"Loved it, highly recommend.",4,Home Decor,136.55
R01028,C01028,P1028,"Shipping took too long, bad customer service.",2,Home Decor,424.07
R01029,C01029,P1029,"Loved it, highly recommend.",4,Clothing,350.08
R01030,C01030,P1030,"Worst purchase ever, do not recommend.",1,Home Decor,323.44
R01031,C01031,P1031,"Broke within a week, very disappointed.",2,Books,59.01
R01032,C01032,P1032,"Great product, works perfectly!",5,Books,475.44
R01033,C01033,P1033,"Great product, works perfectly!",5,Toys,397.26
R01034,C01034,P1034,"Neutral experience, might buy again.",3,Electronics,22.42
R01035,C01035,P1035,"Terrible experience, never buying again.",1,Home Decor,180.16
R01036,C01036,P1036,"Loved it, highly recommend.",4,Home Decor,231.03
R01037,C01037,P1037,"Broke within a week, very disappointed.",1,Electronics,309.78
R01038,C01038,P1038,Amazing quality and very durable.,5,Electronics,474.25
R01039,C01039,P1039,"Five stars, would buy again.",4,Books,65.4
R01040,C01040,P1040,"Terrible experience, never buying again.",1,Books,297.91
R01041,C01041,P1041,"Terrible experience, never buying again.",2,Clothing,239.08
R01042,C01042,P1042,"Exceeded my expectations, excellent service.",4,Electronics,34.77
R01043,C01043,P1043,"Not worth the money, poor quality.",2,Toys,367.59
R01044,C01044,P1044,"Broke within a week, very disappointed.",1,Electronics,70.16
R01045,C01045,P1045,"Loved it, highly recommend.",4,Toys,241.62
R01046,C01046,P1046,"It's okay, not the best.",3,Home Decor,139.48
R01047,C01047,P1047,"It's okay, not the best.",3,Clothing,69.24
R01048,C01048,P1048,"Loved it, highly recommend.",5,Home Decor,423.13
R01049,C01049,P1049,"Exceeded my expectations, excellent service.",4,Books,265.76
R01050,C01050,P1050,"Shipping took too long, bad customer service.",1,Toys,428.94
R01051,C01051,P1051,"Average quality, nothing special.",3,Books,177.42
R01052,C01052,P1052,Amazing quality and very durable.,5,Toys,85.58
R01053,C01053,P1053,"Loved it, highly recommend.",4,Books,72.74
R01054,C01054,P1054,"Average quality, nothing special.",3,Clothing,168.79
R01055,C01055,P1055,"Great product, works perfectly!",4,Electronics,405.5
R01056,C01056,P1056,"Exceeded my expectations, excellent service.",5,Home Decor,405.65
R01057,C01057,P1057,"Broke within a week, very disappointed.",1,Electronics,216.94
R01058,C01058,P1058,"Great product, works perfectly!",5,Home Decor,33.89
R01059,C01059,P1059,"Worst purchase ever, do not recommend.",1,Electronics,165.61
R01060,C01060,P1060,"Shipping took too long, bad customer service.",2,Home Decor,387.6
R01061,C01061,P1061,"It's okay, not the best.",3,Books,255.69
R01062,C01062,P1062,"Worst purchase ever, do not recommend.",2,Clothing,397.19
R01063,C01063,P1063,"Broke within a week, very disappointed.",1,Toys,227.64
R01064,C01064,P1064,"Five stars, would buy again.",4,Books,223.89
R01065,C01065,P1065,"Terrible experience, never buying again.",1,Books,152.83
R01066,C01066,P1066,"Broke within a week, very disappointed.",1,Toys,87.96
R01067,C01067,P1067,"Exceeded my expectations, excellent service.",4,Electronics,248.89
R01068,C01068,P1068,"Shipping took too long, bad customer service.",2,Home Decor,172.26
R01069,C01069,P1069,"It's okay, not the best.",3,Books,171.96
R01070,C01070,P1070,"Worst purchase ever, do not recommend.",1,Books,371.7
R01071,C01071,P1071,"Broke within a week, very disappointed.",1,Electronics,336.31
R01072,C01072,P1072,"Not bad, but not great either.",3,Books,272.97
R01073,C01073,P1073,"Shipping took too long, bad customer service.",1,Home Decor,173.07
R01074,C01074,P1074,"It's okay, not the best.",3,Toys,296.22
R01075,C01075,P1075,"Not bad, but not great either.",3,Clothing,482.45
R01076,C01076,P1076,"It does what it says, but nothing exceptional.",3,Clothing,399.32
R01077,C01077,P1077,"Exceeded my expectations, excellent service.",4,Toys,162.08
R01078,C01078,P1078,"Not worth the money, poor quality.",2,Toys,357.77
R01079,C01079,P1079,"Worst purchase ever, do not recommend.",2,Toys,308.76
R01080,C01080,P1080,"Five stars, would buy again.",5,Electronics,93.0
R01081,C01081,P1081,"Five stars, would buy again.",4,Clothing,68.8
R01082,C01082,P1082,"Loved it, highly recommend.",5,Books,479.21
R01083,C01083,P1083,"Terrible experience, never buying again.",2,Electronics,455.69
R01084,C01084,P1084,"Terrible experience, never buying again.",2,Home Decor,483.98
R01085,C01085,P1085,"Terrible experience, never buying again.",2,Toys,407.15
